2026-01-24 20:37:13 +0000: Memory Usage (424456K) : Starting running IHP-SG13G2 KLayout DRC runset on /home/designer/shared/FSE-LMS/design/runs/RUN_2026-01-24_20-16-41/57-magic-streamout/top.gds
2026-01-24 20:37:13 +0000: Memory Usage (424456K) : Ruby Version for klayout: 3.3.10
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : Loading database to memory is complete.
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : IHP-SG13G2 KLayout DRC runset output at: /home/designer/shared/FSE-LMS/design/runs/RUN_2026-01-24_20-16-41/64-klayout-drc/reports/drc.klayout.lyrdb
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : Evaluate switches.
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : tables selected: main
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : KLayout will use 16 thread(s) in tiling mode.
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : deep mode is enabled.
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : FEOL enabled: true
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : BEOL enabled: true
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : OFFGRID enabled: true
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : PIN enabled: true
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : FORBIDDEN enabled: true
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : RECOMMENDED enabled: false
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : PreCheck DRC enabled: false
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : CONNECTIVITY_RULES enabled: true.
2026-01-24 20:37:13 +0000: Memory Usage (448392K) : Read in polygons from layers.
2026-01-24 20:37:13 +0000: Memory Usage (450440K) : activ_drw has 109872 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450440K) : activ_pin has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450440K) : activ_mask has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450696K) : activ_filler has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450696K) : activ_nofill has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450696K) : activ_opc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450696K) : activ_iopc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450696K) : activ_noqrc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450696K) : biwind_drw has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450696K) : biwind_opc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450824K) : pemwind_drw has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450952K) : gatpoly_drw has 103689 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450952K) : gatpoly_pin has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (450952K) : gatpoly_filler has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451080K) : gatpoly_nofill has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451080K) : gatpoly_opc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451080K) : gatpoly_iopc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451080K) : gatpoly_noqrc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451208K) : cont_drw has 751028 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451208K) : cont_opc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451208K) : nsd_drw has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (451208K) : nsd_block has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (452616K) : metal1_drw has 212532 polygons
2026-01-24 20:37:13 +0000: Memory Usage (452616K) : metal1_pin has 97370 polygons
2026-01-24 20:37:13 +0000: Memory Usage (452616K) : metal1_mask has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (452616K) : metal1_filler has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (452616K) : metal1_nofill has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (452616K) : metal1_slit has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (452872K) : metal1_text has 96346 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : metal1_opc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : metal1_noqrc has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : metal1_res has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : metal1_iprobe has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : metal1_diffprb has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : passiv_drw has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : passiv_pin has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : passiv_sbump has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453256K) : passiv_pillar has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (453384K) : passiv_pdl has 0 polygons
2026-01-24 20:37:13 +0000: Memory Usage (457096K) : metal2_drw has 120861 polygons
