2026-01-24 23:30:16 +0000: Memory Usage (424752K) : Starting running IHP-SG13G2 KLayout DRC runset on /home/designer/shared/FSE-LMS/design/runs/RUN_2026-01-24_23-11-44/57-magic-streamout/top.gds
2026-01-24 23:30:16 +0000: Memory Usage (424752K) : Ruby Version for klayout: 3.3.10
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : Loading database to memory is complete.
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : IHP-SG13G2 KLayout DRC runset output at: /home/designer/shared/FSE-LMS/design/runs/RUN_2026-01-24_23-11-44/64-klayout-drc/reports/drc.klayout.lyrdb
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : Evaluate switches.
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : tables selected: main
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : KLayout will use 16 thread(s) in tiling mode.
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : deep mode is enabled.
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : FEOL enabled: true
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : BEOL enabled: true
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : OFFGRID enabled: true
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : PIN enabled: true
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : FORBIDDEN enabled: true
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : RECOMMENDED enabled: false
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : PreCheck DRC enabled: false
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : CONNECTIVITY_RULES enabled: true.
2026-01-24 23:30:16 +0000: Memory Usage (448048K) : Read in polygons from layers.
2026-01-24 23:30:16 +0000: Memory Usage (450480K) : activ_drw has 109895 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450480K) : activ_pin has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450480K) : activ_mask has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450480K) : activ_filler has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450736K) : activ_nofill has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450736K) : activ_opc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450736K) : activ_iopc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450736K) : activ_noqrc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450736K) : biwind_drw has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450736K) : biwind_opc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450864K) : pemwind_drw has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450992K) : gatpoly_drw has 103540 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450992K) : gatpoly_pin has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (450992K) : gatpoly_filler has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451120K) : gatpoly_nofill has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451120K) : gatpoly_opc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451120K) : gatpoly_iopc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451120K) : gatpoly_noqrc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451120K) : cont_drw has 746853 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451120K) : cont_opc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451120K) : nsd_drw has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (451248K) : nsd_block has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452656K) : metal1_drw has 211040 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452656K) : metal1_pin has 97027 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452656K) : metal1_mask has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452656K) : metal1_filler has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452656K) : metal1_nofill has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452656K) : metal1_slit has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452784K) : metal1_text has 95982 polygons
2026-01-24 23:30:16 +0000: Memory Usage (452784K) : metal1_opc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (453168K) : metal1_noqrc has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (453168K) : metal1_res has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (453168K) : metal1_iprobe has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (453168K) : metal1_diffprb has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (453168K) : passiv_drw has 0 polygons
2026-01-24 23:30:16 +0000: Memory Usage (453168K) : passiv_pin has 0 polygons
