net,length_um
_04102_,10.235µm
_04127_,10.23µm
_07565_,10.23µm
_08098_,10.23µm
_08695_,10.23µm
_03331_,10.225µm
_06135_,10.225µm
_10425_,10.225µm
_10555_,10.225µm
_01043_,10.22µm
_02061_,10.22µm
_02065_,10.22µm
_02482_,10.22µm
_03630_,10.22µm
_03745_,10.22µm
_04288_,10.22µm
_05860_,10.22µm
_06805_,10.22µm
_06952_,10.22µm
_08222_,10.22µm
u_debug_unit.sw_reset\[4\],10.22µm
_07963_,10.215µm
_00007_,10.21µm
_01224_,10.21µm
_02155_,10.21µm
_06582_,10.21µm
_06596_,10.21µm
_06927_,10.21µm
_07118_,10.21µm
_07268_,10.21µm
_07583_,10.21µm
_08728_,10.21µm
_09489_,10.21µm
_09928_,10.21µm
_10116_,10.21µm
_10331_,10.21µm
_11176_,10.21µm
_04739_,10.205µm
_05167_,10.205µm
_05972_,10.2µm
_10061_,10.2µm
_11169_,10.2µm
_07705_,10.185µm
_09906_,10.185µm
_10016_,10.18µm
_05095_,10.17µm
_05698_,10.17µm
_06767_,10.17µm
_09362_,10.17µm
_09282_,10.165µm
_04472_,10.16µm
_04832_,10.16µm
_06000_,10.16µm
_06311_,10.16µm
_07545_,10.16µm
_09542_,10.16µm
_00311_,10.15µm
_00385_,10.15µm
_00502_,10.15µm
_00523_,10.15µm
_00559_,10.15µm
_00781_,10.15µm
_03566_,10.15µm
_09354_,10.15µm
_02189_,10.14µm
_02739_,10.14µm
_05546_,10.14µm
_06059_,10.14µm
_08776_,10.14µm
_05052_,10.12µm
_08820_,10.12µm
_01308_,10.115µm
_03325_,10.115µm
_06387_,10.115µm
_01790_,10.11µm
_02792_,10.11µm
_06389_,10.11µm
_06453_,10.11µm
_08225_,10.105µm
_02612_,10.1µm
_06803_,10.1µm
_09907_,10.1µm
_00095_,10.09µm
_01550_,10.09µm
_02057_,10.09µm
_02604_,10.09µm
_04291_,10.09µm
_04945_,10.09µm
_06030_,10.09µm
_06171_,10.09µm
_06286_,10.09µm
_02193_,10.08µm
_02278_,10.08µm
_03391_,10.08µm
_03510_,10.08µm
_03522_,10.08µm
_03768_,10.08µm
_03868_,10.08µm
_03983_,10.08µm
_04040_,10.08µm
_06178_,10.08µm
_06937_,10.08µm
_07296_,10.08µm
_07740_,10.08µm
_08300_,10.08µm
_08651_,10.08µm
_09905_,10.08µm
_10516_,10.08µm
_10540_,10.08µm
net1107,10.08µm
_01980_,10.075µm
_06402_,10.075µm
_01298_,10.065µm
_04059_,10.065µm
_05884_,10.065µm
_00318_,10.04µm
_05847_,10.035µm
_00104_,10.03µm
_00287_,10.03µm
_00560_,10.03µm
_00646_,10.03µm
_00949_,10.03µm
_01912_,10.03µm
_02037_,10.03µm
_02607_,10.03µm
_03620_,10.03µm
_03759_,10.03µm
_05150_,10.03µm
_06438_,10.03µm
_06722_,10.03µm
_07871_,10.03µm
_08760_,10.03µm
_09545_,10.03µm
_09582_,10.03µm
_01395_,10.02µm
_02749_,10.02µm
_03123_,10.02µm
_06866_,10.02µm
_07225_,10.02µm
_07977_,10.02µm
_08137_,10.02µm
_08160_,10.02µm
_02041_,10.015µm
_03893_,10.015µm
_04053_,10.015µm
_05591_,10.015µm
_08462_,10.015µm
_10960_,10.015µm
_09339_,10.005µm
_10364_,10.005µm
_02148_,10µm
_03320_,9.985µm
_04184_,9.985µm
_07179_,9.985µm
_08591_,9.985µm
_02475_,9.98µm
_04221_,9.98µm
_06684_,9.98µm
_07609_,9.98µm
_11187_,9.98µm
_00141_,9.97µm
_00193_,9.97µm
_01077_,9.97µm
_02003_,9.97µm
_02431_,9.97µm
_02741_,9.97µm
_03160_,9.97µm
_03882_,9.97µm
_04670_,9.97µm
_05059_,9.97µm
_05353_,9.97µm
_05772_,9.97µm
_06002_,9.97µm
_08352_,9.97µm
_09431_,9.97µm
_09549_,9.97µm
_09571_,9.97µm
_10014_,9.97µm
_10288_,9.97µm
_10433_,9.97µm
_10915_,9.97µm
_11157_,9.97µm
u_FIR.x_reg\[0\],9.97µm
_02980_,9.96µm
_03870_,9.96µm
_05316_,9.96µm
_05552_,9.96µm
_06595_,9.96µm
_06679_,9.96µm
_07576_,9.96µm
_07784_,9.96µm
_07837_,9.96µm
_09265_,9.96µm
_09316_,9.96µm
_09608_,9.96µm
_10260_,9.96µm
_10650_,9.96µm
u_LMS.x_r\[1\]\[4\],9.96µm
u_debug_unit.mon_w8_sync\[2\],9.96µm
_00996_,9.955µm
_04226_,9.955µm
_04819_,9.955µm
_08274_,9.955µm
_08472_,9.955µm
_09387_,9.955µm
_10499_,9.955µm
_10510_,9.955µm
_01183_,9.945µm
_01925_,9.94µm
_05471_,9.94µm
_06352_,9.94µm
_07519_,9.94µm
_08611_,9.94µm
_01367_,9.92µm
_01497_,9.92µm
_02400_,9.92µm
_04627_,9.92µm
_05740_,9.92µm
_06014_,9.92µm
_06751_,9.92µm
_06861_,9.92µm
_07131_,9.92µm
_07490_,9.92µm
_07630_,9.92µm
sys_enable_bus\[6\],9.92µm
_01318_,9.91µm
_02072_,9.91µm
_05338_,9.91µm
_05899_,9.91µm
_06476_,9.91µm
_06540_,9.91µm
_07068_,9.91µm
_09058_,9.91µm
_10784_,9.91µm
_02530_,9.9µm
_03817_,9.9µm
_03833_,9.9µm
_05302_,9.9µm
_07180_,9.9µm
_07182_,9.9µm
_08319_,9.9µm
_08727_,9.9µm
_09452_,9.9µm
_09677_,9.9µm
_01944_,9.895µm
_02614_,9.895µm
_10766_,9.895µm
_11022_,9.895µm
_01523_,9.89µm
_08721_,9.89µm
_10564_,9.89µm
_11084_,9.89µm
_02527_,9.885µm
_08916_,9.875µm
_01058_,9.865µm
_09012_,9.865µm
_02778_,9.86µm
_03872_,9.86µm
_04571_,9.86µm
_05637_,9.86µm
_06467_,9.86µm
_06719_,9.86µm
_07531_,9.86µm
_07893_,9.86µm
_08149_,9.86µm
u_LMS.w\[4\]\[10\],9.86µm
_00540_,9.85µm
_00816_,9.85µm
_00883_,9.85µm
_01114_,9.85µm
_02378_,9.85µm
_02429_,9.85µm
_02523_,9.85µm
_02662_,9.85µm
_02663_,9.85µm
_02795_,9.85µm
_02801_,9.85µm
_03680_,9.85µm
_04624_,9.85µm
_04673_,9.85µm
_06243_,9.85µm
_07720_,9.85µm
_07787_,9.85µm
_07815_,9.85µm
_07961_,9.85µm
_09019_,9.85µm
_10595_,9.85µm
net1548,9.85µm
_06878_,9.845µm
_00454_,9.84µm
_00638_,9.84µm
_01538_,9.84µm
_01863_,9.84µm
_04756_,9.84µm
_05051_,9.84µm
_06559_,9.84µm
_06673_,9.84µm
_06801_,9.84µm
_06815_,9.84µm
_07057_,9.84µm
_07340_,9.84µm
_08836_,9.84µm
_09176_,9.84µm
_10316_,9.84µm
_10319_,9.84µm
net1507,9.84µm
net1584,9.84µm
_01940_,9.835µm
_02531_,9.835µm
_02624_,9.835µm
_03295_,9.835µm
_05270_,9.835µm
_06860_,9.835µm
_07021_,9.835µm
_08970_,9.835µm
_06909_,9.82µm
_04646_,9.81µm
_02246_,9.805µm
_06304_,9.8µm
_06555_,9.8µm
_07995_,9.8µm
_08786_,9.8µm
_11153_,9.8µm
_05015_,9.795µm
_00196_,9.79µm
_04759_,9.79µm
_05163_,9.79µm
_05859_,9.79µm
_08215_,9.79µm
_09899_,9.79µm
_06486_,9.785µm
_02695_,9.78µm
_07093_,9.78µm
_08735_,9.78µm
_09413_,9.78µm
_09936_,9.78µm
_11089_,9.78µm
_01560_,9.755µm
_04136_,9.755µm
_05379_,9.75µm
_07017_,9.75µm
_07231_,9.75µm
_03834_,9.74µm
_04071_,9.74µm
_06070_,9.74µm
_00878_,9.73µm
_01343_,9.73µm
_01708_,9.73µm
_02486_,9.73µm
_04346_,9.73µm
_04389_,9.73µm
_04590_,9.73µm
_05198_,9.73µm
_05256_,9.73µm
_06106_,9.73µm
_06591_,9.73µm
_06623_,9.73µm
_06911_,9.73µm
_07018_,9.73µm
_07262_,9.73µm
_09669_,9.73µm
_10218_,9.73µm
u_debug_unit.mon_w8_sync\[1\],9.73µm
_01745_,9.72µm
_04526_,9.72µm
_06019_,9.72µm
_07496_,9.72µm
_10511_,9.72µm
_09911_,9.715µm
_10553_,9.71µm
_11124_,9.695µm
_02403_,9.69µm
_09203_,9.69µm
_04898_,9.685µm
_04146_,9.68µm
_05262_,9.68µm
_06614_,9.68µm
_09918_,9.68µm
_09970_,9.68µm
_01257_,9.675µm
_00310_,9.67µm
_00408_,9.67µm
_09989_,9.67µm
_07979_,9.665µm
_00006_,9.66µm
_00153_,9.66µm
_01424_,9.66µm
_02467_,9.66µm
_04061_,9.66µm
_04312_,9.66µm
_04587_,9.66µm
_06031_,9.66µm
_06437_,9.66µm
_06858_,9.66µm
_06914_,9.66µm
_06924_,9.66µm
_07348_,9.66µm
_09193_,9.66µm
_09457_,9.66µm
_09991_,9.66µm
_10580_,9.66µm
_10732_,9.66µm
_11031_,9.66µm
_02850_,9.645µm
_02876_,9.645µm
_05217_,9.645µm
_05942_,9.645µm
_07554_,9.64µm
_07939_,9.64µm
_08119_,9.635µm
_11048_,9.635µm
_02600_,9.63µm
_09344_,9.63µm
_10435_,9.63µm
_05168_,9.62µm
_06166_,9.62µm
_10440_,9.62µm
_11064_,9.62µm
_00200_,9.61µm
_00576_,9.61µm
_00736_,9.61µm
_02791_,9.61µm
_03919_,9.61µm
_04016_,9.61µm
_04621_,9.61µm
_04669_,9.61µm
_06067_,9.61µm
_06228_,9.61µm
_06353_,9.61µm
_07586_,9.61µm
_08204_,9.61µm
_09554_,9.61µm
_10785_,9.61µm
u_LMS.x_r\[0\]\[5\],9.61µm
_00393_,9.6µm
_00578_,9.6µm
_00719_,9.6µm
_01297_,9.6µm
_01525_,9.6µm
_01862_,9.6µm
_02311_,9.6µm
_04263_,9.6µm
_04363_,9.6µm
_04786_,9.6µm
_05643_,9.6µm
_07116_,9.6µm
_07472_,9.6µm
_07716_,9.6µm
_08429_,9.6µm
_08458_,9.6µm
_09416_,9.6µm
_09514_,9.6µm
_09760_,9.6µm
_10419_,9.6µm
_07146_,9.585µm
_09547_,9.585µm
_09833_,9.585µm
_05810_,9.57µm
_08176_,9.57µm
_01185_,9.55µm
_01363_,9.55µm
_03765_,9.55µm
_05579_,9.55µm
_06750_,9.55µm
_07127_,9.55µm
_07342_,9.55µm
_07591_,9.55µm
_08023_,9.55µm
_08302_,9.55µm
_09031_,9.55µm
_09366_,9.55µm
_09857_,9.55µm
_09939_,9.55µm
_10295_,9.55µm
_10913_,9.55µm
_11024_,9.55µm
_11151_,9.55µm
u_debug_unit.mon_w4_sync\[4\],9.55µm
_01220_,9.54µm
_01237_,9.54µm
_02039_,9.54µm
_02672_,9.54µm
_03080_,9.54µm
_04503_,9.54µm
_05329_,9.54µm
_06695_,9.54µm
_07559_,9.54µm
_07607_,9.54µm
_09787_,9.54µm
_09850_,9.54µm
_09891_,9.54µm
_01242_,9.535µm
_02424_,9.535µm
_04480_,9.535µm
_04525_,9.535µm
_04776_,9.535µm
_10220_,9.535µm
_02383_,9.5µm
_05493_,9.5µm
_06018_,9.5µm
_06375_,9.5µm
_07026_,9.5µm
_07294_,9.5µm
_10699_,9.5µm
_00336_,9.49µm
_01215_,9.49µm
_02985_,9.49µm
_03122_,9.49µm
_03471_,9.49µm
_04205_,9.49µm
_04353_,9.49µm
_04419_,9.49µm
_05227_,9.49µm
_05326_,9.49µm
_05363_,9.49µm
_05483_,9.49µm
_05693_,9.49µm
_05979_,9.49µm
_06169_,9.49µm
_06410_,9.49µm
_06713_,9.49µm
_07192_,9.49µm
_07547_,9.49µm
_07572_,9.49µm
_08103_,9.49µm
_08588_,9.49µm
_08816_,9.49µm
_09110_,9.49µm
_09913_,9.49µm
_10821_,9.49µm
net1158,9.49µm
net1460,9.49µm
u_LMS.w\[0\]\[10\],9.49µm
_08617_,9.485µm
_01017_,9.48µm
_02259_,9.48µm
_02283_,9.48µm
_02652_,9.48µm
_02974_,9.48µm
_03155_,9.48µm
_03881_,9.48µm
_04078_,9.48µm
_04412_,9.48µm
_05649_,9.48µm
_06120_,9.48µm
_06833_,9.48µm
_07098_,9.48µm
_07189_,9.48µm
_07855_,9.48µm
_07911_,9.48µm
_09364_,9.48µm
_09506_,9.48µm
_10071_,9.48µm
_10908_,9.48µm
_11056_,9.48µm
_11136_,9.48µm
_01859_,9.475µm
_03075_,9.475µm
_04261_,9.475µm
_05139_,9.475µm
_08909_,9.475µm
_09869_,9.475µm
_11110_,9.475µm
_04349_,9.47µm
_05717_,9.47µm
_08846_,9.47µm
_08875_,9.47µm
_10122_,9.47µm
_04913_,9.465µm
_07471_,9.46µm
_07952_,9.46µm
_08589_,9.46µm
_09177_,9.455µm
_01136_,9.44µm
_01889_,9.44µm
_03714_,9.44µm
_05006_,9.44µm
_05306_,9.44µm
_05822_,9.44µm
_06667_,9.44µm
_06714_,9.44µm
_06786_,9.44µm
_09709_,9.44µm
_10494_,9.44µm
_10594_,9.44µm
_00607_,9.43µm
_00973_,9.43µm
_01578_,9.43µm
_05679_,9.43µm
_06358_,9.43µm
_07074_,9.43µm
_07453_,9.43µm
_10799_,9.43µm
_06817_,9.425µm
_00484_,9.42µm
_00499_,9.42µm
_00534_,9.42µm
_00611_,9.42µm
_00947_,9.42µm
_01454_,9.42µm
_01885_,9.42µm
_01904_,9.42µm
_01943_,9.42µm
_02719_,9.42µm
_05113_,9.42µm
_05274_,9.42µm
_05728_,9.42µm
_06711_,9.42µm
_07142_,9.42µm
_09251_,9.42µm
_02009_,9.415µm
_04584_,9.415µm
_09313_,9.415µm
_10495_,9.415µm
_11105_,9.41µm
_04650_,9.4µm
_08648_,9.4µm
_00827_,9.395µm
_00805_,9.39µm
_02828_,9.39µm
_01371_,9.38µm
_01405_,9.38µm
_02551_,9.38µm
_03230_,9.38µm
_03888_,9.38µm
_04219_,9.38µm
_04903_,9.38µm
_05729_,9.38µm
_05768_,9.38µm
_05830_,9.38µm
_06989_,9.38µm
_08263_,9.38µm
_09955_,9.38µm
_10663_,9.38µm
_10672_,9.38µm
_10991_,9.38µm
u_LMS.count\[21\],9.38µm
_01632_,9.375µm
_04843_,9.375µm
_00281_,9.37µm
_00567_,9.37µm
_02047_,9.37µm
_02256_,9.37µm
_02818_,9.37µm
_03822_,9.37µm
_03939_,9.37µm
_04233_,9.37µm
_04928_,9.37µm
_05210_,9.37µm
_07165_,9.37µm
_07875_,9.37µm
_07883_,9.37µm
_08059_,9.37µm
_08252_,9.37µm
_08744_,9.37µm
_09699_,9.37µm
_09780_,9.37µm
_10128_,9.37µm
_10734_,9.37µm
_10888_,9.37µm
_10992_,9.37µm
net1306,9.37µm
net1422,9.37µm
net1596,9.37µm
_05097_,9.365µm
_00664_,9.36µm
_00682_,9.36µm
_00751_,9.36µm
_01409_,9.36µm
_01540_,9.36µm
_01932_,9.36µm
_02496_,9.36µm
_03198_,9.36µm
_04327_,9.36µm
_04347_,9.36µm
_04403_,9.36µm
_04434_,9.36µm
_06051_,9.36µm
_06186_,9.36µm
_06337_,9.36µm
_06349_,9.36µm
_06430_,9.36µm
_07480_,9.36µm
_07593_,9.36µm
_08606_,9.36µm
_09262_,9.36µm
_10041_,9.36µm
_10463_,9.36µm
_10671_,9.36µm
net1136,9.36µm
net1219,9.36µm
net1472,9.36µm
net1627,9.36µm
net1634,9.36µm
_00861_,9.355µm
_03878_,9.355µm
_04887_,9.355µm
_09556_,9.355µm
_03726_,9.345µm
_05373_,9.335µm
_07910_,9.335µm
_01300_,9.33µm
_02233_,9.33µm
_04074_,9.33µm
_00881_,9.32µm
_01801_,9.32µm
_03502_,9.32µm
_04567_,9.32µm
_05844_,9.32µm
_10261_,9.32µm
_10974_,9.32µm
_00737_,9.31µm
_03693_,9.31µm
_03802_,9.31µm
_04176_,9.31µm
_05640_,9.31µm
_07556_,9.31µm
_08641_,9.31µm
_10504_,9.31µm
_06626_,9.305µm
_00507_,9.3µm
_01824_,9.3µm
_02454_,9.3µm
_02556_,9.3µm
_05558_,9.3µm
_07451_,9.3µm
_10409_,9.3µm
_10683_,9.295µm
_00123_,9.285µm
_06038_,9.285µm
_09892_,9.28µm
_01218_,9.27µm
_01897_,9.27µm
_03891_,9.27µm
_09937_,9.27µm
_10358_,9.27µm
_10529_,9.27µm
_11144_,9.27µm
_04884_,9.265µm
_01303_,9.26µm
_03892_,9.26µm
_06001_,9.26µm
_06050_,9.26µm
_06274_,9.26µm
_08339_,9.26µm
_08344_,9.26µm
_08773_,9.26µm
_08887_,9.26µm
_08962_,9.26µm
_09294_,9.26µm
_10515_,9.26µm
_01840_,9.25µm
_02642_,9.25µm
_04410_,9.25µm
_04753_,9.25µm
_04972_,9.25µm
_05349_,9.25µm
_05416_,9.25µm
_07351_,9.25µm
_07914_,9.25µm
_07981_,9.25µm
_08299_,9.25µm
_08761_,9.25µm
_09236_,9.25µm
_10846_,9.25µm
_11065_,9.25µm
_00135_,9.24µm
_04778_,9.24µm
_05512_,9.24µm
_06565_,9.24µm
_06663_,9.24µm
_06943_,9.24µm
_07606_,9.24µm
_08351_,9.24µm
_08533_,9.24µm
u_p2s_output.reg_sh\[5\],9.24µm
_08420_,9.225µm
_01958_,9.21µm
_02839_,9.2µm
_05398_,9.2µm
_05516_,9.2µm
_06368_,9.2µm
_06968_,9.2µm
_09509_,9.2µm
_09336_,9.195µm
_00160_,9.19µm
_00469_,9.19µm
_00539_,9.19µm
_00580_,9.19µm
_00822_,9.19µm
_01167_,9.19µm
_01649_,9.19µm
_02277_,9.19µm
_04507_,9.19µm
_05072_,9.19µm
_06066_,9.19µm
_06105_,9.19µm
_06550_,9.19µm
_00381_,9.18µm
_00969_,9.18µm
_01482_,9.18µm
_01615_,9.18µm
_02138_,9.18µm
_02146_,9.18µm
_04271_,9.18µm
_05953_,9.18µm
_06237_,9.18µm
_07281_,9.18µm
_08334_,9.18µm
_08765_,9.18µm
_08872_,9.18µm
_09388_,9.18µm
_09724_,9.18µm
_10146_,9.18µm
_10684_,9.18µm
_10907_,9.18µm
_04760_,9.175µm
_00217_,9.165µm
_07570_,9.165µm
_00919_,9.15µm
_09603_,9.15µm
_01761_,9.145µm
_04200_,9.145µm
_06814_,9.145µm
_07197_,9.145µm
_01541_,9.14µm
_02074_,9.14µm
_02205_,9.14µm
_04438_,9.135µm
_00105_,9.13µm
_00519_,9.13µm
_01146_,9.13µm
_02115_,9.13µm
_02738_,9.13µm
_03619_,9.13µm
_03797_,9.13µm
_04179_,9.13µm
_04770_,9.13µm
_06156_,9.13µm
_06857_,9.13µm
_07879_,9.13µm
_08193_,9.13µm
_08290_,9.13µm
_09126_,9.13µm
_09164_,9.13µm
_09335_,9.13µm
_00522_,9.12µm
_01089_,9.12µm
_01095_,9.12µm
_01098_,9.12µm
_01837_,9.12µm
_02015_,9.12µm
_02144_,9.12µm
_03578_,9.12µm
_03774_,9.12µm
_03780_,9.12µm
_03904_,9.12µm
_04100_,9.12µm
_04700_,9.12µm
_05129_,9.12µm
_05201_,9.12µm
_05358_,9.12µm
_05865_,9.12µm
_06458_,9.12µm
_06571_,9.12µm
_06653_,9.12µm
_06856_,9.12µm
_07185_,9.12µm
_07590_,9.12µm
_07642_,9.12µm
_07662_,9.12µm
_07839_,9.12µm
_08224_,9.12µm
_08342_,9.12µm
_08529_,9.12µm
_09595_,9.12µm
_09785_,9.12µm
_10526_,9.12µm
_10745_,9.12µm
net1329,9.12µm
net1419,9.12µm
u_LMS.w\[6\]\[8\],9.12µm
_10643_,9.115µm
_01437_,9.105µm
_07530_,9.105µm
_00291_,9.09µm
_10615_,9.09µm
_04187_,9.08µm
_04566_,9.08µm
_01063_,9.07µm
_01586_,9.07µm
_01779_,9.07µm
_02131_,9.07µm
_02266_,9.07µm
_02324_,9.07µm
_02476_,9.07µm
_02682_,9.07µm
_03124_,9.07µm
_03491_,9.07µm
_04145_,9.07µm
_04842_,9.07µm
_05817_,9.07µm
_06729_,9.07µm
_07980_,9.07µm
_08670_,9.07µm
_09411_,9.07µm
_09422_,9.07µm
_09704_,9.07µm
_10434_,9.07µm
_10781_,9.07µm
u_FIR.w\[8\]\[1\],9.07µm
u_LMS.x\[0\],9.07µm
u_LMS.x_r\[4\]\[1\],9.07µm
_01261_,9.06µm
_01899_,9.06µm
_02869_,9.06µm
_03529_,9.06µm
_03876_,9.06µm
_03935_,9.06µm
_05099_,9.06µm
_06077_,9.06µm
_06917_,9.06µm
_07143_,9.06µm
_09410_,9.06µm
_10478_,9.06µm
_10630_,9.06µm
_11190_,9.06µm
_02660_,9.055µm
_05337_,9.055µm
_05578_,9.055µm
_08159_,9.055µm
_09211_,9.055µm
_09473_,9.055µm
_09025_,9.05µm
_00812_,9.045µm
_09379_,9.045µm
_05220_,9.035µm
_02185_,9.03µm
_01628_,9.025µm
_08848_,9.025µm
_00762_,9.02µm
_02638_,9.02µm
_04765_,9.02µm
_05318_,9.02µm
_05406_,9.02µm
_06724_,9.02µm
_07449_,9.02µm
_07631_,9.02µm
_10107_,9.02µm
_10455_,9.02µm
_00140_,9.01µm
_01147_,9.01µm
_01641_,9.01µm
_01689_,9.01µm
_01734_,9.01µm
_02466_,9.01µm
_02819_,9.01µm
_03996_,9.01µm
_04272_,9.01µm
_04469_,9.01µm
_04775_,9.01µm
_06165_,9.01µm
_06616_,9.01µm
_06634_,9.01µm
_07503_,9.01µm
_07962_,9.01µm
_08216_,9.01µm
net1236,9.01µm
net1367,9.01µm
u_LMS.mu\[2\],9.01µm
u_LMS.w\[7\]\[5\],9.01µm
_01122_,9µm
_01345_,9µm
_01896_,9µm
_02178_,9µm
_02966_,9µm
_02987_,9µm
_03150_,9µm
_03555_,9µm
_03911_,9µm
_04105_,9µm
_04517_,9µm
_04781_,9µm
_04848_,9µm
_05130_,9µm
_05626_,9µm
_05864_,9µm
_06505_,9µm
_07130_,9µm
_07135_,9µm
_07440_,9µm
_07949_,9µm
_08115_,9µm
_08799_,9µm
_08913_,9µm
_08921_,9µm
_08938_,9µm
_08977_,9µm
_09947_,9µm
_10328_,9µm
_11095_,9µm
net1597,9µm
u_debug_unit.mon_w0_sync\[5\],9µm
_01121_,8.995µm
_03967_,8.995µm
_06765_,8.995µm
_08572_,8.995µm
_08888_,8.995µm
_09973_,8.995µm
_11066_,8.995µm
_08757_,8.99µm
_02450_,8.98µm
_03420_,8.98µm
_04585_,8.98µm
_04996_,8.98µm
_05169_,8.965µm
_02026_,8.96µm
_02465_,8.96µm
_04084_,8.96µm
_04094_,8.96µm
_05415_,8.96µm
_05519_,8.96µm
_05752_,8.96µm
_09091_,8.96µm
_10117_,8.96µm
u_LMS.w\[8\]\[7\],8.96µm
_01985_,8.955µm
_00460_,8.95µm
_00793_,8.95µm
_03851_,8.95µm
_05547_,8.95µm
_06470_,8.95µm
_09757_,8.945µm
_10120_,8.945µm
_04501_,8.94µm
_04551_,8.94µm
_04931_,8.94µm
_05530_,8.94µm
_06873_,8.94µm
_09370_,8.94µm
_09402_,8.94µm
_00921_,8.935µm
_01110_,8.935µm
_04614_,8.935µm
_05739_,8.935µm
_10761_,8.935µm
_10831_,8.935µm
_08276_,8.93µm
_10660_,8.915µm
_04876_,8.91µm
u_LMS.w\[0\]\[5\],8.91µm
_05091_,8.905µm
_06926_,8.905µm
_08151_,8.905µm
_11111_,8.905µm
_02606_,8.9µm
_02806_,8.9µm
_03877_,8.9µm
_07613_,8.9µm
_08700_,8.9µm
_10689_,8.9µm
_11099_,8.9µm
net5,8.9µm
_00008_,8.89µm
_00726_,8.89µm
_01010_,8.89µm
_01193_,8.89µm
_01434_,8.89µm
_01713_,8.89µm
_01799_,8.89µm
_02036_,8.89µm
_02328_,8.89µm
_02880_,8.89µm
_04242_,8.89µm
_04359_,8.89µm
_05086_,8.89µm
_05117_,8.89µm
_05541_,8.89µm
_05871_,8.89µm
_06092_,8.89µm
_07826_,8.89µm
_09382_,8.89µm
_09960_,8.89µm
_09993_,8.89µm
net1490,8.89µm
u_LMS.x_r\[7\]\[1\],8.89µm
u_p2s_output.reg_cnt\[0\],8.89µm
_04976_,8.885µm
_00498_,8.88µm
_00584_,8.88µm
_00635_,8.88µm
_00694_,8.88µm
_00710_,8.88µm
_01032_,8.88µm
_01076_,8.88µm
_01407_,8.88µm
_01686_,8.88µm
_01759_,8.88µm
_01796_,8.88µm
_02318_,8.88µm
_03355_,8.88µm
_03540_,8.88µm
_04006_,8.88µm
_04022_,8.88µm
_04147_,8.88µm
_04656_,8.88µm
_04695_,8.88µm
_04777_,8.88µm
_04825_,8.88µm
_05577_,8.88µm
_05894_,8.88µm
_06299_,8.88µm
_06377_,8.88µm
_07070_,8.88µm
_07128_,8.88µm
_07404_,8.88µm
_07722_,8.88µm
_07829_,8.88µm
_07958_,8.88µm
_08107_,8.88µm
_08246_,8.88µm
_08313_,8.88µm
_08649_,8.88µm
_09498_,8.88µm
_09644_,8.88µm
_10046_,8.88µm
_10284_,8.88µm
_10747_,8.88µm
_10806_,8.88µm
net1154,8.88µm
net1169,8.88µm
net1209,8.88µm
net1248,8.88µm
net1302,8.88µm
net1370,8.88µm
net1476,8.88µm
net1533,8.88µm
net1547,8.88µm
net1581,8.88µm
_04067_,8.875µm
_06554_,8.875µm
_04871_,8.85µm
_04987_,8.85µm
_01724_,8.84µm
_04251_,8.84µm
_04612_,8.84µm
_06211_,8.84µm
_06583_,8.84µm
_09520_,8.84µm
_01764_,8.835µm
_00709_,8.83µm
_00722_,8.83µm
_00756_,8.83µm
_01999_,8.83µm
_04165_,8.83µm
_09460_,8.83µm
_11026_,8.825µm
_05033_,8.82µm
_05447_,8.82µm
_05964_,8.82µm
_06526_,8.82µm
_08593_,8.82µm
_10457_,8.82µm
_07113_,8.815µm
_02469_,8.795µm
_06789_,8.795µm
_02669_,8.79µm
_04941_,8.79µm
_05650_,8.79µm
_09353_,8.79µm
_09914_,8.79µm
_10329_,8.79µm
_01702_,8.785µm
_06334_,8.785µm
_08037_,8.785µm
_01250_,8.78µm
_01433_,8.78µm
_02694_,8.78µm
_03634_,8.78µm
_04383_,8.78µm
_04483_,8.78µm
_05790_,8.78µm
_05827_,8.78µm
_07059_,8.78µm
_07418_,8.78µm
_08079_,8.78µm
_10492_,8.78µm
net1589,8.78µm
_01301_,8.77µm
_03856_,8.77µm
_04119_,8.77µm
_05755_,8.77µm
_06822_,8.77µm
_06864_,8.77µm
_07147_,8.77µm
_07314_,8.77µm
_07489_,8.77µm
_07550_,8.77µm
_08227_,8.77µm
_08258_,8.77µm
_08853_,8.77µm
_09040_,8.77µm
_09767_,8.77µm
_09883_,8.77µm
_10393_,8.77µm
_11059_,8.77µm
_11062_,8.765µm
_00009_,8.76µm
_00541_,8.76µm
_00891_,8.76µm
_01295_,8.76µm
_03665_,8.76µm
_04048_,8.76µm
_04162_,8.76µm
_04758_,8.76µm
_05196_,8.76µm
_05984_,8.76µm
_06585_,8.76µm
_08125_,8.76µm
_09213_,8.76µm
_09280_,8.76µm
_03074_,8.755µm
_02086_,8.745µm
u_debug_unit.sw_reset\[0\],8.74µm
_01281_,8.73µm
_01835_,8.73µm
_06408_,8.73µm
_08931_,8.73µm
_06446_,8.725µm
_01518_,8.72µm
_06185_,8.72µm
_07978_,8.715µm
_08171_,8.715µm
_00349_,8.71µm
_00505_,8.71µm
_00538_,8.71µm
_02456_,8.71µm
_03587_,8.71µm
_02048_,8.7µm
_04083_,8.7µm
_04369_,8.7µm
_04530_,8.7µm
_04823_,8.7µm
_06373_,8.7µm
_06543_,8.7µm
_06676_,8.7µm
_08702_,8.7µm
_08704_,8.7µm
_09075_,8.7µm
_09649_,8.7µm
_09722_,8.7µm
_10638_,8.7µm
_11119_,8.7µm
